panel,supplier,term,basis,series,horizon_days,start_dates_with_target_in_study,exact_pairs,unchanged_endpoints,changed_endpoints,complete_daily_windows,no_observed_change_complete,observed_change_complete,returned_to_start_complete
same_id_no_discount,Kokkolan Energia Oy,12,observed_seller_data,vmiah1-kokkolan-energia-oy-ranta-12-kk,90,26,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,12,observed_seller_data,wsncrl-kokkolan-energia-oy-ranta-12-kk,7,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,12,observed_seller_data,wsncrl-kokkolan-energia-oy-ranta-12-kk,14,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,12,observed_seller_data,wsncrl-kokkolan-energia-oy-ranta-12-kk,30,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,12,observed_seller_data,wsncrl-kokkolan-energia-oy-ranta-12-kk,45,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,12,observed_seller_data,wsncrl-kokkolan-energia-oy-ranta-12-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,12,observed_seller_data,wsncrl-kokkolan-energia-oy-ranta-12-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,cph3d9-kokkolan-energia-oy-ranta-24-kk,7,2,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,cph3d9-kokkolan-energia-oy-ranta-24-kk,14,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,cph3d9-kokkolan-energia-oy-ranta-24-kk,30,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,cph3d9-kokkolan-energia-oy-ranta-24-kk,45,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,cph3d9-kokkolan-energia-oy-ranta-24-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,cph3d9-kokkolan-energia-oy-ranta-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,h8zvo7-kokkolan-energia-oy-ranta-24-kk,7,36,29,29,0,29,29,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,h8zvo7-kokkolan-energia-oy-ranta-24-kk,14,35,22,22,0,22,22,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,h8zvo7-kokkolan-energia-oy-ranta-24-kk,30,19,6,6,0,6,6,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,h8zvo7-kokkolan-energia-oy-ranta-24-kk,45,4,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,h8zvo7-kokkolan-energia-oy-ranta-24-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,h8zvo7-kokkolan-energia-oy-ranta-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,qnaro2-kokkolan-energia-oy-ranta-24-kk,7,2,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,qnaro2-kokkolan-energia-oy-ranta-24-kk,14,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,qnaro2-kokkolan-energia-oy-ranta-24-kk,30,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,qnaro2-kokkolan-energia-oy-ranta-24-kk,45,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,qnaro2-kokkolan-energia-oy-ranta-24-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,qnaro2-kokkolan-energia-oy-ranta-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,uoolqh-kokkolan-energia-oy-ranta-24-kk,7,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,uoolqh-kokkolan-energia-oy-ranta-24-kk,14,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,uoolqh-kokkolan-energia-oy-ranta-24-kk,30,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,uoolqh-kokkolan-energia-oy-ranta-24-kk,45,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,uoolqh-kokkolan-energia-oy-ranta-24-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,uoolqh-kokkolan-energia-oy-ranta-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,xttsgr-kokkolan-energia-oy-ranta-24-kk,7,2,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,xttsgr-kokkolan-energia-oy-ranta-24-kk,14,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,xttsgr-kokkolan-energia-oy-ranta-24-kk,30,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,xttsgr-kokkolan-energia-oy-ranta-24-kk,45,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,xttsgr-kokkolan-energia-oy-ranta-24-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,canonical_calculation,xttsgr-kokkolan-energia-oy-ranta-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,7ledl9-kokkolan-energia-oy-ranta-24-kk,7,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,7ledl9-kokkolan-energia-oy-ranta-24-kk,14,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,7ledl9-kokkolan-energia-oy-ranta-24-kk,30,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,7ledl9-kokkolan-energia-oy-ranta-24-kk,45,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,7ledl9-kokkolan-energia-oy-ranta-24-kk,60,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,7ledl9-kokkolan-energia-oy-ranta-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,cbn6bg-kokkolan-energia-oy-ranta-24-kk,7,21,14,14,0,14,14,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,cbn6bg-kokkolan-energia-oy-ranta-24-kk,14,21,7,7,0,7,7,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,cbn6bg-kokkolan-energia-oy-ranta-24-kk,30,21,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,cbn6bg-kokkolan-energia-oy-ranta-24-kk,45,21,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,cbn6bg-kokkolan-energia-oy-ranta-24-kk,60,16,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,cbn6bg-kokkolan-energia-oy-ranta-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,db42me-kokkolan-energia-oy-ranta-24-kk,7,19,12,12,0,12,12,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,db42me-kokkolan-energia-oy-ranta-24-kk,14,19,5,5,0,5,5,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,db42me-kokkolan-energia-oy-ranta-24-kk,30,19,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,db42me-kokkolan-energia-oy-ranta-24-kk,45,19,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,db42me-kokkolan-energia-oy-ranta-24-kk,60,19,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,db42me-kokkolan-energia-oy-ranta-24-kk,90,11,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,evy7rb-kokkolan-energia-oy-ranta-24-kk,7,43,36,36,0,36,36,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,evy7rb-kokkolan-energia-oy-ranta-24-kk,14,43,29,29,0,29,29,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,evy7rb-kokkolan-energia-oy-ranta-24-kk,30,43,13,13,0,13,13,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,evy7rb-kokkolan-energia-oy-ranta-24-kk,45,43,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,evy7rb-kokkolan-energia-oy-ranta-24-kk,60,43,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,evy7rb-kokkolan-energia-oy-ranta-24-kk,90,43,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,h8zvo7-kokkolan-energia-oy-ranta-24-kk,7,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,h8zvo7-kokkolan-energia-oy-ranta-24-kk,14,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,h8zvo7-kokkolan-energia-oy-ranta-24-kk,30,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,h8zvo7-kokkolan-energia-oy-ranta-24-kk,45,6,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,h8zvo7-kokkolan-energia-oy-ranta-24-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,h8zvo7-kokkolan-energia-oy-ranta-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,rrg6m5-kokkolan-energia-oy-ranta-24-kk,7,15,8,8,0,8,8,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,rrg6m5-kokkolan-energia-oy-ranta-24-kk,14,15,1,1,0,1,1,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,rrg6m5-kokkolan-energia-oy-ranta-24-kk,30,15,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,rrg6m5-kokkolan-energia-oy-ranta-24-kk,45,15,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,rrg6m5-kokkolan-energia-oy-ranta-24-kk,60,15,0,0,0,0,0,0,0
same_id_no_discount,Kokkolan Energia Oy,24,observed_seller_data,rrg6m5-kokkolan-energia-oy-ranta-24-kk,90,15,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,7,8,1,1,0,1,1,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,14,8,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,30,8,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,45,4,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,8yldkd-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,7,26,22,22,0,22,22,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,8yldkd-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,14,19,15,15,0,15,15,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,8yldkd-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,30,3,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,8yldkd-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,45,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,8yldkd-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,8yldkd-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,gu9v40-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,7,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,gu9v40-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,14,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,gu9v40-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,30,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,gu9v40-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,45,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,gu9v40-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,gu9v40-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,ttpt2x-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,7,7,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,ttpt2x-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,14,7,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,ttpt2x-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,30,7,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,ttpt2x-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,45,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,ttpt2x-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,canonical_calculation,ttpt2x-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,4raq04-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,7,21,14,14,0,14,14,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,4raq04-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,14,21,7,7,0,7,7,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,4raq04-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,30,21,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,4raq04-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,45,21,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,4raq04-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,60,16,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,4raq04-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,7,6,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,14,6,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,30,6,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,45,6,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,6bkvu5-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,bt2b0t-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,7,62,55,55,0,55,55,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,bt2b0t-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,14,62,48,48,0,48,48,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,bt2b0t-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,30,62,32,32,0,32,32,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,bt2b0t-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,45,62,17,17,0,17,17,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,bt2b0t-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,60,62,2,2,0,2,2,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,bt2b0t-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,90,62,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,ss6mma-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,7,15,8,8,0,8,8,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,ss6mma-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,14,15,1,1,0,1,1,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,ss6mma-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,30,15,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,ss6mma-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,45,15,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,ss6mma-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,60,15,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,ss6mma-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,90,7,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,tsafib-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,7,6,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,tsafib-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,14,6,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,tsafib-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,30,6,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,tsafib-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,45,6,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,tsafib-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,60,6,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,12,observed_seller_data,tsafib-korpelan-energia-oy-korpela-kesto-kiintea-12-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,hpqxsx-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,7,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,hpqxsx-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,14,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,hpqxsx-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,30,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,hpqxsx-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,45,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,hpqxsx-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,hpqxsx-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,jvdkfy-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,7,6,2,2,0,2,2,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,jvdkfy-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,14,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,jvdkfy-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,30,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,jvdkfy-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,45,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,jvdkfy-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,60,0,0,0,0,0,0,0,0
same_id_no_discount,Korpelan Energia Oy,24,canonical_calculation,jvdkfy-korpelan-energia-oy-korpela-kesto-kiintea-24-kk,90,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,2b4lck-koylion-sakylan-sahko-oy-lallin-maaris-1v,7,30,28,28,0,28,28,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,2b4lck-koylion-sakylan-sahko-oy-lallin-maaris-1v,14,23,21,21,0,21,21,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,2b4lck-koylion-sakylan-sahko-oy-lallin-maaris-1v,30,7,5,5,0,5,5,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,2b4lck-koylion-sakylan-sahko-oy-lallin-maaris-1v,45,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,2b4lck-koylion-sakylan-sahko-oy-lallin-maaris-1v,60,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,2b4lck-koylion-sakylan-sahko-oy-lallin-maaris-1v,90,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,bgobg0-koylion-sakylan-sahko-oy-lallin-maaris-1v,7,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,bgobg0-koylion-sakylan-sahko-oy-lallin-maaris-1v,14,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,bgobg0-koylion-sakylan-sahko-oy-lallin-maaris-1v,30,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,bgobg0-koylion-sakylan-sahko-oy-lallin-maaris-1v,45,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,bgobg0-koylion-sakylan-sahko-oy-lallin-maaris-1v,60,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,bgobg0-koylion-sakylan-sahko-oy-lallin-maaris-1v,90,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,7,12,5,5,0,5,5,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,14,12,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,30,12,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,45,4,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,60,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,90,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,9h2xa2-koylion-sakylan-sahko-oy-lallin-maaris-1v,7,10,3,3,0,3,3,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,9h2xa2-koylion-sakylan-sahko-oy-lallin-maaris-1v,14,10,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,9h2xa2-koylion-sakylan-sahko-oy-lallin-maaris-1v,30,10,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,9h2xa2-koylion-sakylan-sahko-oy-lallin-maaris-1v,45,10,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,9h2xa2-koylion-sakylan-sahko-oy-lallin-maaris-1v,60,10,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,9h2xa2-koylion-sakylan-sahko-oy-lallin-maaris-1v,90,10,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,7,9,2,2,0,2,2,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,14,9,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,30,9,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,45,9,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,60,0,0,0,0,0,0,0,0
same_id_no_discount,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,90,0,0,0,0,0,0,0,0
