panel,supplier,term,basis,series,series_at_least_two_dates,series_no_observed_change,no_change_multi_date_series,observed_dates,adjacent_pairs,adjacent_energy_changes,gap_bounded_energy_changes,adjacent_fee_comparable_pairs,adjacent_fee_changes,adjacent_discount_flag_changes,energy_changes_discount_at_either,spells,left_censored,right_censored,completed_intervals,interval_p25,interval_median,interval_p75,interval_p90,observed_constant_days_median
supplier_median,Kokkolan Energia Oy,6,observed_seller_data,1,1,0,0,110,109,4,0,0,0,0,0,5,1,1,3,17.5,31.0,38.5,43.0,27.0
supplier_median,Kokkolan Energia Oy,12,canonical_calculation,1,1,0,0,49,48,3,0,0,0,0,0,4,1,1,2,10.25,14.5,18.75,21.3,10.5
supplier_median,Kokkolan Energia Oy,12,observed_seller_data,1,1,0,0,110,109,3,0,0,0,0,0,4,1,1,2,27.25,38.5,49.75,56.5,21.5
supplier_median,Kokkolan Energia Oy,24,canonical_calculation,1,1,0,0,49,48,2,0,0,0,0,0,3,1,1,1,6.0,6.0,6.0,6.0,6.0
supplier_median,Kokkolan Energia Oy,24,observed_seller_data,1,1,0,0,110,109,5,0,0,0,0,0,6,1,1,4,12.75,17.0,19.5,20.4,17.0
supplier_median,Korpelan Energia Oy,12,canonical_calculation,1,1,0,0,47,44,1,2,0,0,0,0,4,3,3,0,,,,,7.5
supplier_median,Korpelan Energia Oy,12,observed_seller_data,1,1,0,0,110,109,4,0,0,0,0,0,5,1,1,3,10.5,15.0,18.0,19.8,15.0
supplier_median,Korpelan Energia Oy,24,canonical_calculation,1,1,0,0,12,10,0,1,0,0,0,0,2,2,2,0,,,,,6.0
supplier_median,Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,1,1,0,0,49,48,2,0,0,0,0,0,3,1,1,1,35.0,35.0,35.0,35.0,12.0
supplier_median,Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,1,1,0,0,110,109,3,0,0,0,0,0,4,1,1,2,23.5,46.0,68.5,82.0,9.0
supplier_median,Köyliön-Säkylän Sähkö Oy,24,canonical_calculation,1,1,0,0,49,48,2,0,0,0,0,0,3,1,1,1,35.0,35.0,35.0,35.0,12.0
supplier_median,Köyliön-Säkylän Sähkö Oy,24,observed_seller_data,1,1,0,0,110,109,2,0,0,0,0,0,3,1,1,1,92.0,92.0,92.0,92.0,9.0
supplier_median,Lammaisten Energia Oy,6,observed_seller_data,1,1,1,1,27,26,0,0,0,0,0,0,1,1,1,0,,,,,27.0
supplier_median,Lammaisten Energia Oy,12,canonical_calculation,1,1,0,0,48,46,1,1,0,0,0,0,3,2,2,0,,,,,4.0
supplier_median,Lammaisten Energia Oy,12,observed_seller_data,1,1,0,0,110,109,2,0,0,0,0,0,3,1,1,1,15.0,15.0,15.0,15.0,27.0
supplier_median,Lammaisten Energia Oy,24,canonical_calculation,1,1,0,0,48,46,1,1,0,0,0,0,3,2,2,0,,,,,4.0
supplier_median,Lammaisten Energia Oy,24,observed_seller_data,1,1,0,0,110,109,1,0,0,0,0,0,2,1,1,0,,,,,55.0
supplier_median,Lumme Energia,6,observed_seller_data,1,1,0,0,86,85,12,0,0,0,0,0,13,1,1,11,5.0,7.0,8.5,11.0,7.0
supplier_median,Lumme Energia,12,canonical_calculation,1,1,0,0,22,21,1,0,0,0,0,0,2,1,1,0,,,,,11.0
supplier_median,Lumme Energia,12,observed_seller_data,1,1,0,0,110,109,12,0,0,0,0,0,13,1,1,11,7.0,7.0,10.5,18.0,7.0
supplier_median,Lumme Energia,24,canonical_calculation,1,1,0,0,21,19,2,1,0,0,1,2,4,2,2,1,7.0,7.0,7.0,7.0,5.5
supplier_median,Lumme Energia,24,observed_seller_data,1,1,0,0,110,109,13,0,0,0,5,4,14,1,1,12,7.0,7.0,8.0,13.700000000000001,7.0
supplier_median,Nurmijärven Sähkö Oy,12,canonical_calculation,1,1,0,0,49,48,1,0,0,0,0,0,2,1,1,0,,,,,24.5
supplier_median,Nurmijärven Sähkö Oy,12,observed_seller_data,1,1,0,0,110,109,1,0,0,0,0,0,2,1,1,0,,,,,55.0
supplier_median,Nurmijärven Sähkö Oy,24,canonical_calculation,1,1,0,0,49,48,1,0,0,0,0,0,2,1,1,0,,,,,24.5
supplier_median,Nurmijärven Sähkö Oy,24,observed_seller_data,1,1,0,0,110,109,1,0,0,0,0,0,2,1,1,0,,,,,55.0
supplier_median,Omavoima Oy,12,canonical_calculation,1,1,0,0,48,46,2,1,0,0,0,0,4,2,2,1,28.0,28.0,28.0,28.0,9.5
supplier_median,Omavoima Oy,12,observed_seller_data,1,1,0,0,110,109,2,0,0,0,0,0,3,1,1,1,42.0,42.0,42.0,42.0,42.0
supplier_median,Omavoima Oy,24,canonical_calculation,1,1,0,0,48,46,1,1,0,0,0,0,3,2,2,0,,,,,10.0
supplier_median,Omavoima Oy,24,observed_seller_data,1,1,0,0,110,109,2,0,0,0,0,0,3,1,1,1,42.0,42.0,42.0,42.0,42.0
supplier_median,Oomi Oy,6,observed_seller_data,1,1,0,0,77,76,8,0,0,0,0,0,9,1,1,7,7.0,7.0,8.5,10.4,7.0
supplier_median,Oomi Oy,12,canonical_calculation,1,1,0,0,49,48,4,0,0,0,0,0,5,1,1,3,7.0,7.0,14.0,18.200000000000003,7.0
supplier_median,Oomi Oy,12,observed_seller_data,1,1,0,0,109,107,11,1,0,0,0,0,13,2,2,10,7.0,7.0,12.25,18.0,7.0
supplier_median,Oomi Oy,24,canonical_calculation,1,1,0,0,48,46,4,1,0,0,1,2,6,2,2,3,7.0,7.0,14.0,18.200000000000003,6.5
supplier_median,Oomi Oy,24,observed_seller_data,1,1,0,0,109,107,12,1,0,0,4,3,14,2,2,11,7.0,7.0,9.0,14.0,7.0
supplier_median,Paneliankosken Voima Oy,12,canonical_calculation,1,1,0,0,46,43,0,2,0,0,0,0,3,3,3,0,,,,,20.0
supplier_median,Paneliankosken Voima Oy,12,observed_seller_data,1,1,0,0,110,109,3,0,0,0,0,0,4,1,1,2,41.5,48.0,54.5,58.400000000000006,21.5
supplier_median,Paneliankosken Voima Oy,24,canonical_calculation,1,1,0,0,47,44,0,2,0,0,0,0,3,3,3,0,,,,,20.0
supplier_median,Paneliankosken Voima Oy,24,observed_seller_data,1,1,0,0,110,109,4,0,0,0,0,0,5,1,1,3,28.5,35.0,37.0,38.2,22.0
supplier_median,Pohjois-Karjalan Sähkö Oy,6,canonical_calculation,1,1,0,0,49,48,2,0,0,0,0,0,3,1,1,1,9.0,9.0,9.0,9.0,9.0
supplier_median,Pohjois-Karjalan Sähkö Oy,6,observed_seller_data,1,1,0,0,110,109,3,0,0,0,0,0,4,1,1,2,30.75,31.5,32.25,32.7,29.0
supplier_median,Pohjois-Karjalan Sähkö Oy,12,canonical_calculation,1,1,0,0,49,48,1,0,0,0,0,0,2,1,1,0,,,,,24.5
supplier_median,Pohjois-Karjalan Sähkö Oy,12,observed_seller_data,1,1,0,0,110,109,3,0,0,0,0,0,4,1,1,2,35.0,40.0,45.0,48.0,29.0
supplier_median,Pohjois-Karjalan Sähkö Oy,24,canonical_calculation,1,1,1,1,49,48,0,0,0,0,0,0,1,1,1,0,,,,,49.0
supplier_median,Pohjois-Karjalan Sähkö Oy,24,observed_seller_data,1,1,0,0,110,109,3,0,0,0,0,0,4,1,1,2,18.0,35.0,52.0,62.2,20.0
supplier_median,Porvoon Energia Oy,6,observed_seller_data,1,1,0,0,70,69,3,0,0,0,0,0,4,1,1,2,26.5,27.0,27.5,27.8,20.0
supplier_median,Porvoon Energia Oy,12,canonical_calculation,1,1,0,0,49,48,3,0,0,0,0,0,4,1,1,2,10.25,18.5,26.75,31.7,6.0
supplier_median,Porvoon Energia Oy,12,observed_seller_data,1,1,0,0,110,109,10,0,0,0,0,0,11,1,1,9,7.0,10.0,14.0,16.800000000000004,7.0
supplier_median,Porvoon Energia Oy,24,canonical_calculation,1,1,0,0,49,48,3,0,0,0,0,0,4,1,1,2,1.25,1.5,1.75,1.9,2.5
supplier_median,Porvoon Energia Oy,24,observed_seller_data,1,1,0,0,110,109,8,0,0,0,0,0,9,1,1,7,11.0,14.0,17.5,23.800000000000004,12.0
supplier_median,Sähkötytöt Oy,6,observed_seller_data,1,1,1,1,42,41,0,0,0,0,0,0,1,1,1,0,,,,,42.0
supplier_median,Sähkötytöt Oy,12,observed_seller_data,1,1,1,1,56,55,0,0,0,0,0,0,1,1,1,0,,,,,56.0
supplier_median,Sähkötytöt Oy,24,observed_seller_data,1,1,1,1,51,50,0,0,0,0,0,0,1,1,1,0,,,,,51.0
supplier_median,Turku Energia Oy,6,canonical_calculation,1,1,0,0,48,46,3,1,0,0,0,0,5,2,2,2,13.5,14.0,14.5,14.8,13.0
supplier_median,Turku Energia Oy,6,observed_seller_data,1,1,0,0,104,102,4,0,0,0,0,0,6,2,2,3,12.0,14.0,24.0,30.0,14.5
supplier_median,Turku Energia Oy,12,canonical_calculation,1,1,0,0,48,46,3,1,0,0,0,0,5,2,2,2,16.5,18.0,19.5,20.4,9.0
supplier_median,Turku Energia Oy,12,observed_seller_data,1,1,0,0,110,109,4,0,0,0,0,0,5,1,1,3,12.0,14.0,34.0,46.0,15.0
supplier_median,Turku Energia Oy,24,canonical_calculation,1,1,0,0,48,46,5,1,0,0,0,0,7,2,2,4,6.5,8.0,9.25,11.5,8.0
supplier_median,Turku Energia Oy,24,observed_seller_data,1,1,0,0,74,72,2,1,0,0,0,0,4,2,2,1,10.0,10.0,10.0,10.0,18.5
supplier_median,Vaasan Sähkö Myynti Oy,6,canonical_calculation,1,1,0,0,48,46,2,1,0,0,0,2,4,2,2,1,20.0,20.0,20.0,20.0,11.0
supplier_median,Vaasan Sähkö Myynti Oy,6,observed_seller_data,1,1,0,0,110,109,8,0,0,0,0,8,9,1,1,7,7.0,14.0,17.0,20.8,11.0
supplier_median,Vaasan Sähkö Myynti Oy,12,canonical_calculation,1,1,0,0,28,25,0,2,0,0,0,0,3,3,3,0,,,,,7.0
supplier_median,Vaasan Sähkö Myynti Oy,12,observed_seller_data,1,1,0,0,110,109,11,0,0,0,0,11,12,1,1,10,7.0,7.0,7.0,14.799999999999997,7.0
supplier_median,Vaasan Sähkö Myynti Oy,24,canonical_calculation,1,1,0,0,48,46,1,1,0,0,0,1,3,2,2,0,,,,,7.0
supplier_median,Vaasan Sähkö Myynti Oy,24,observed_seller_data,1,1,0,0,110,109,11,0,0,0,0,11,12,1,1,10,7.0,7.0,7.0,14.799999999999997,7.0
supplier_median,Vattenfall Oy,6,canonical_calculation,1,1,1,1,11,10,0,0,0,0,0,0,1,1,1,0,,,,,11.0
supplier_median,Vattenfall Oy,6,observed_seller_data,1,1,0,0,100,98,4,1,0,0,0,0,6,2,2,2,10.75,13.5,16.25,17.9,17.5
supplier_median,Vattenfall Oy,12,canonical_calculation,1,1,0,0,41,38,2,2,0,0,0,2,5,3,3,1,11.0,11.0,11.0,11.0,4.0
supplier_median,Vattenfall Oy,12,observed_seller_data,1,1,0,0,110,109,7,0,0,0,1,5,8,1,1,6,13.75,18.5,21.0,23.0,14.5
supplier_median,Vattenfall Oy,24,canonical_calculation,1,1,0,0,47,44,2,2,0,0,0,2,5,3,3,1,11.0,11.0,11.0,11.0,9.0
supplier_median,Vattenfall Oy,24,observed_seller_data,1,1,0,0,110,109,8,0,0,0,2,8,9,1,1,7,11.5,15.0,16.5,18.6,14.0
supplier_median,Vihreä Älyenergia Oy,12,canonical_calculation,1,1,0,0,49,48,1,0,0,0,1,1,2,1,1,0,,,,,24.5
supplier_median,Vihreä Älyenergia Oy,12,observed_seller_data,1,1,0,0,110,109,3,0,0,0,1,1,4,1,1,2,26.0,50.0,74.0,88.4,5.0
supplier_median,Vihreä Älyenergia Oy,24,canonical_calculation,1,1,0,0,49,48,1,0,0,0,1,1,2,1,1,0,,,,,24.5
supplier_median,Vihreä Älyenergia Oy,24,observed_seller_data,1,1,0,0,110,109,1,0,0,0,1,1,2,1,1,0,,,,,55.0
supplier_median,Väre Oy,6,observed_seller_data,1,1,0,0,15,14,2,0,0,0,0,0,3,1,1,1,6.0,6.0,6.0,6.0,6.0
supplier_median,Väre Oy,12,observed_seller_data,1,1,0,0,15,14,2,0,0,0,0,0,3,1,1,1,6.0,6.0,6.0,6.0,6.0
supplier_median,Väre Oy,24,observed_seller_data,1,1,0,0,15,14,2,0,0,0,0,0,3,1,1,1,6.0,6.0,6.0,6.0,6.0
supplier_median,Äänekosken Energia Oy,6,canonical_calculation,1,1,0,0,32,30,1,1,0,0,0,0,3,2,2,0,,,,,10.0
supplier_median,Äänekosken Energia Oy,6,observed_seller_data,1,1,0,0,110,109,5,0,0,0,0,0,6,1,1,4,21.5,29.0,30.75,32.1,20.0
supplier_median,Äänekosken Energia Oy,12,canonical_calculation,1,1,0,0,47,44,0,2,0,0,0,0,3,3,3,0,,,,,4.0
supplier_median,Äänekosken Energia Oy,12,observed_seller_data,1,1,0,0,110,109,4,0,0,0,0,0,5,1,1,3,15.0,28.0,45.5,56.0,12.0
supplier_median,Äänekosken Energia Oy,24,canonical_calculation,1,1,0,0,48,46,1,1,0,0,0,0,3,2,2,0,,,,,10.0
supplier_median,Äänekosken Energia Oy,24,observed_seller_data,1,1,0,0,110,109,2,0,0,0,0,0,3,1,1,1,65.0,65.0,65.0,65.0,40.0
