date,term,price,trade,basket,missing,strip
2026-07-03,6,8.60288858695652,2026-07-02,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":44.5},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":68.85},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":67.61},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":77.44},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":68.76},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":84.43}]"
2026-07-03,12,7.396309835616437,2026-07-02,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":44.5},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":68.85},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":67.61},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":77.44},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":68.76},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":84.43},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.36},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.36},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.42},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.42},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.42},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.12}]"
2026-07-03,24,6.720432291381668,2026-07-02,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":44.5},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":68.85},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":67.61},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":77.44},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":68.76},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":84.43},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.36},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.36},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.42},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.42},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.42},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.12},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.12},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.12},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":52.67},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":52.67},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":52.67},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.3},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.3},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.3},{""month"":""2028-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.05},{""month"":""2028-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.05},{""month"":""2028-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.05},{""month"":""2028-07-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":46.92}]"
2026-07-04,6,8.829231929347827,2026-07-03,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.11},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.11},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.75},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.52},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":85.87}]"
2026-07-04,12,7.537921972602739,2026-07-03,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.11},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.11},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.75},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.52},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":85.87},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09}]"
2026-07-04,24,6.790317421340628,2026-07-03,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.11},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.11},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.75},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.52},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":85.87},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.7},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.7},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.7},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.46},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.46},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.46},{""month"":""2028-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.12},{""month"":""2028-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.12},{""month"":""2028-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.12},{""month"":""2028-07-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":47.06}]"
2026-07-05,6,8.829231929347827,2026-07-03,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.11},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.11},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.75},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.52},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":85.87}]"
2026-07-05,12,7.537921972602739,2026-07-03,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.11},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.11},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.75},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.52},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":85.87},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09}]"
2026-07-05,24,6.790317421340628,2026-07-03,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.11},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.11},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.75},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.52},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":85.87},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.7},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.7},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.7},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.46},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.46},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.46},{""month"":""2028-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.12},{""month"":""2028-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.12},{""month"":""2028-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.12},{""month"":""2028-07-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":47.06}]"
2026-07-06,6,8.829231929347827,2026-07-03,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.11},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.11},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.75},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.52},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":85.87}]"
2026-07-06,12,7.537921972602739,2026-07-03,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.11},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.11},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.75},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.52},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":85.87},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09}]"
2026-07-06,24,6.790317421340628,2026-07-03,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.11},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.11},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.75},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.52},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":85.87},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.7},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":35.1},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":31.09},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.7},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.7},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.7},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.46},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.46},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.46},{""month"":""2028-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.12},{""month"":""2028-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.12},{""month"":""2028-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":36.12},{""month"":""2028-07-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":47.06}]"
2026-07-07,6,8.834818043478258,2026-07-06,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.78},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.09},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.71},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.88},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":68.98},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":86.27}]"
2026-07-07,12,7.517649424657533,2026-07-06,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.78},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.09},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.71},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.88},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":68.98},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":86.27},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.86},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.86},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.49},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.49},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.49},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.41}]"
2026-07-07,24,6.748586525307795,2026-07-06,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.78},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.09},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":69.71},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":79.88},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":68.98},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":86.27},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.86},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.86},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.49},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.49},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.49},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.41},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.41},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.41},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.25},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.25},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.25},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.33},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.33},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.33},{""month"":""2028-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":35.25},{""month"":""2028-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202804"",""settlement"":35.25},{""month"":""2028-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":35.25},{""month"":""2028-07-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":46.73}]"
2026-07-08,6,8.888237391304346,2026-07-07,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.83},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.64},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":71.08},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":80.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":68.71},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":86.94}]"
2026-07-08,12,7.552559054794519,2026-07-07,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.83},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.64},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":71.08},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":80.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":68.71},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":86.94},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.84},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.84},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.85},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.85},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.85},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.14}]"
2026-07-08,24,6.768290540355675,2026-07-07,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":46.83},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.64},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":71.08},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":80.06},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":68.71},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":86.94},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.84},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":81.84},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.85},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.85},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":34.85},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.14},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.14},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":30.14},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.2},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.2},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":51.2},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.3},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.3},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":68.3},{""month"":""2028-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":35.64},{""month"":""2028-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202804"",""settlement"":35.64},{""month"":""2028-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202804"",""settlement"":35.64},{""month"":""2028-07-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":46.78}]"
2026-07-09,6,9.081084510869564,2026-07-08,2026-08-01,,"[{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.81},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":73.17},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":73.21},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":81.92},{""month"":""2026-12-01"",""days"":31,""type"":""month"",""maturity"":""202612"",""settlement"":70.95},{""month"":""2027-01-01"",""days"":31,""type"":""month"",""maturity"":""202701"",""settlement"":87.43}]"
