panel,company,term,basis,lag,screened,cohort,sample_days,distinct_retail_change_events,nonzero_pairs,correlation,sign_agreement,reportable,first_date,last_date
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,21,0,individual,42,1,7,0.6586583117310295,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,21,0,common_all_lags,42,1,7,0.6586583117310295,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,30,0,individual,42,1,7,0.04369313669386713,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,30,0,common_all_lags,42,1,7,0.04369313669386713,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,45,0,individual,42,1,7,-0.6406328056034714,0.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,45,0,common_all_lags,42,1,7,-0.6406328056034714,0.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,60,0,individual,42,1,7,-0.2443393496195299,0.14285714285714285,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,60,0,common_all_lags,42,1,7,-0.2443393496195299,0.14285714285714285,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,0,1,individual,30,1,5,-0.2748203176263588,0.2,0,2026-08-08,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,0,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,0,1,common_0_7_14,10,0,0,,,0,2026-08-22,2026-08-31
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,7,1,individual,29,1,2,0.0923069217772489,0.5,0,2026-08-03,2026-09-07
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,7,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,7,1,common_0_7_14,10,0,0,,,0,2026-08-22,2026-08-31
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,14,1,individual,35,1,7,0.4670372412810803,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,14,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,14,1,common_0_7_14,10,0,0,,,0,2026-08-22,2026-08-31
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,21,1,individual,35,1,7,0.667971244546745,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,21,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,30,1,individual,31,1,6,0.013513906783309527,1.0,0,2026-08-07,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,30,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,45,1,individual,35,1,7,-0.6253954740663927,0.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,45,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,60,1,individual,31,1,6,-0.14046559727275848,0.16666666666666666,0,2026-08-07,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,60,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,12,canonical_calculation,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,0,0,individual,102,1,7,0.07937887812907558,0.5714285714285714,0,2026-04-16,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,0,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,0,0,common_0_7_14,88,1,7,0.06157333956665127,0.5714285714285714,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,7,0,individual,95,1,7,-0.12850055171744595,0.2857142857142857,0,2026-04-23,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,7,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,7,0,common_0_7_14,88,1,7,-0.15193612472850498,0.2857142857142857,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,14,0,individual,88,1,7,-0.08686917437626367,0.2857142857142857,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,14,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,14,0,common_0_7_14,88,1,7,-0.08686917437626367,0.2857142857142857,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,21,0,individual,81,1,7,0.40934305730233395,1.0,0,2026-05-07,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,21,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,30,0,individual,72,1,7,0.262180125145705,1.0,0,2026-05-16,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,30,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,45,0,individual,57,1,7,-0.3261299343106357,0.2857142857142857,0,2026-05-31,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,45,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,60,0,individual,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,60,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,0,1,individual,81,0,0,,,0,2026-04-16,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,0,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,0,1,common_0_7_14,25,0,0,,,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,7,1,individual,74,1,7,-0.08483042966706249,0.2857142857142857,0,2026-04-23,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,7,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,7,1,common_0_7_14,25,0,0,,,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,14,1,individual,67,1,7,-0.011673952925849869,0.2857142857142857,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,14,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,14,1,common_0_7_14,25,0,0,,,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,21,1,individual,62,1,7,0.6217657498111849,1.0,0,2026-05-07,2026-07-21
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,21,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,30,1,individual,58,1,1,0.13143528939262475,1.0,0,2026-05-16,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,30,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,45,1,individual,43,1,7,-0.3148542297756411,0.2857142857142857,0,2026-05-31,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,45,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,60,1,individual,35,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,60,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,12,observed_seller_data,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,0,0,individual,42,1,7,-0.24342269864272223,0.42857142857142855,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,0,0,common_all_lags,42,1,7,-0.24342269864272223,0.42857142857142855,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,0,0,common_0_7_14,42,1,7,-0.24342269864272223,0.42857142857142855,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,7,0,individual,42,1,7,0.2597673194992997,0.7142857142857143,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,7,0,common_all_lags,42,1,7,0.2597673194992997,0.7142857142857143,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,7,0,common_0_7_14,42,1,7,0.2597673194992997,0.7142857142857143,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,14,0,individual,42,1,7,0.3430785785422672,0.8571428571428571,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,14,0,common_all_lags,42,1,7,0.3430785785422672,0.8571428571428571,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,14,0,common_0_7_14,42,1,7,0.3430785785422672,0.8571428571428571,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,21,0,individual,42,1,7,0.6202699910660571,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,21,0,common_all_lags,42,1,7,0.6202699910660571,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,30,0,individual,42,1,7,-0.038443986380023276,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,30,0,common_all_lags,42,1,7,-0.038443986380023276,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,45,0,individual,42,1,7,-0.5856742726328648,0.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,45,0,common_all_lags,42,1,7,-0.5856742726328648,0.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,60,0,individual,42,1,7,-0.24261164742040828,0.2857142857142857,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,60,0,common_all_lags,42,1,7,-0.24261164742040828,0.2857142857142857,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,0,1,individual,30,1,5,-0.2335711190376798,0.2,0,2026-08-08,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,0,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,0,1,common_0_7_14,10,0,0,,,0,2026-08-22,2026-08-31
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,7,1,individual,29,1,2,0.03388212164344612,0.0,0,2026-08-03,2026-09-07
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,7,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,7,1,common_0_7_14,10,0,0,,,0,2026-08-22,2026-08-31
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,14,1,individual,35,1,7,0.43387081175738923,0.8571428571428571,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,14,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,14,1,common_0_7_14,10,0,0,,,0,2026-08-22,2026-08-31
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,21,1,individual,35,1,7,0.6726794596774385,1.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,21,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,30,1,individual,31,1,6,-0.08359501483313148,1.0,0,2026-08-07,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,30,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,45,1,individual,35,1,7,-0.5718456676993521,0.0,0,2026-08-03,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,45,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,60,1,individual,31,1,6,-0.1557002964953395,0.16666666666666666,0,2026-08-07,2026-09-13
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,60,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Nurmijärven Sähkö Oy,24,canonical_calculation,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,0,0,individual,102,1,7,0.17719994059372693,1.0,0,2026-04-16,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,0,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,0,0,common_0_7_14,88,1,7,0.16163381544695726,1.0,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,7,0,individual,95,1,7,-0.18259050858227616,0.2857142857142857,0,2026-04-23,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,7,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,7,0,common_0_7_14,88,1,7,-0.21355444305427387,0.2857142857142857,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,14,0,individual,88,1,7,-0.10445425694595241,0.14285714285714285,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,14,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,14,0,common_0_7_14,88,1,7,-0.10445425694595241,0.14285714285714285,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,21,0,individual,81,1,7,0.34458403250919417,1.0,0,2026-05-07,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,21,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,30,0,individual,72,1,7,0.3374024606328241,1.0,0,2026-05-16,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,30,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,45,0,individual,57,1,7,-0.3736485480414798,0.14285714285714285,0,2026-05-31,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,45,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,60,0,individual,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,60,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,0,1,individual,81,0,0,,,0,2026-04-16,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,0,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,0,1,common_0_7_14,25,0,0,,,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,7,1,individual,74,1,7,-0.13201320255355278,0.2857142857142857,0,2026-04-23,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,7,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,7,1,common_0_7_14,25,0,0,,,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,14,1,individual,67,1,7,-0.002877325415859698,0.14285714285714285,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,14,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,14,1,common_0_7_14,25,0,0,,,0,2026-04-30,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,21,1,individual,62,1,7,0.6402357025278107,1.0,0,2026-05-07,2026-07-21
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,21,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,30,1,individual,58,1,1,0.07429703503166382,1.0,0,2026-05-16,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,30,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,45,1,individual,43,1,7,-0.3500348920702038,0.14285714285714285,0,2026-05-31,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,45,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,60,1,individual,35,0,0,,,0,2026-06-15,2026-07-26
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,60,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Nurmijärven Sähkö Oy,24,observed_seller_data,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Omavoima Oy,12,canonical_calculation,0,0,individual,40,2,14,0.24730699827653463,0.6428571428571429,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,0,0,common_all_lags,40,2,14,0.24730699827653463,0.6428571428571429,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,0,0,common_0_7_14,40,2,14,0.24730699827653463,0.6428571428571429,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,7,0,individual,40,2,14,-0.249974764419202,0.42857142857142855,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,7,0,common_all_lags,40,2,14,-0.249974764419202,0.42857142857142855,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,7,0,common_0_7_14,40,2,14,-0.249974764419202,0.42857142857142855,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,14,0,individual,40,2,14,0.23124087692801332,0.7857142857142857,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,14,0,common_all_lags,40,2,14,0.23124087692801332,0.7857142857142857,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,14,0,common_0_7_14,40,2,14,0.23124087692801332,0.7857142857142857,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,21,0,individual,40,2,14,0.05992650441284271,0.5714285714285714,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,21,0,common_all_lags,40,2,14,0.05992650441284271,0.5714285714285714,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Omavoima Oy,12,canonical_calculation,30,0,individual,40,2,14,-0.47717716156349493,0.6428571428571429,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,30,0,common_all_lags,40,2,14,-0.47717716156349493,0.6428571428571429,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Omavoima Oy,12,canonical_calculation,45,0,individual,40,2,14,-0.2205160608153793,0.5,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,45,0,common_all_lags,40,2,14,-0.2205160608153793,0.5,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Omavoima Oy,12,canonical_calculation,60,0,individual,40,2,14,0.23552620285333162,0.5714285714285714,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,60,0,common_all_lags,40,2,14,0.23552620285333162,0.5714285714285714,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Omavoima Oy,12,canonical_calculation,0,1,individual,30,2,9,0.2657920264724403,0.5555555555555556,0,2026-08-08,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,0,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Omavoima Oy,12,canonical_calculation,0,1,common_0_7_14,10,0,0,,,0,2026-08-22,2026-08-31
supplier_general,Omavoima Oy,12,canonical_calculation,7,1,individual,27,2,5,-0.5187375837488699,0.0,0,2026-08-05,2026-09-07
supplier_general,Omavoima Oy,12,canonical_calculation,7,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Omavoima Oy,12,canonical_calculation,7,1,common_0_7_14,10,0,0,,,0,2026-08-22,2026-08-31
supplier_general,Omavoima Oy,12,canonical_calculation,14,1,individual,33,2,14,0.29776666440233124,0.7857142857142857,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,14,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Omavoima Oy,12,canonical_calculation,14,1,common_0_7_14,10,0,0,,,0,2026-08-22,2026-08-31
supplier_general,Omavoima Oy,12,canonical_calculation,21,1,individual,33,2,14,0.01924669890831885,0.5714285714285714,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,21,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Omavoima Oy,12,canonical_calculation,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Omavoima Oy,12,canonical_calculation,30,1,individual,31,2,11,-0.4872616846806269,0.7272727272727273,0,2026-08-07,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,30,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Omavoima Oy,12,canonical_calculation,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Omavoima Oy,12,canonical_calculation,45,1,individual,33,2,14,-0.11665702699582209,0.5,0,2026-08-05,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,45,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Omavoima Oy,12,canonical_calculation,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Omavoima Oy,12,canonical_calculation,60,1,individual,31,2,12,0.39165298234934365,0.5,0,2026-08-07,2026-09-13
supplier_general,Omavoima Oy,12,canonical_calculation,60,1,common_all_lags,1,0,0,,,0,2026-08-29,2026-08-29
supplier_general,Omavoima Oy,12,canonical_calculation,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Omavoima Oy,12,observed_seller_data,0,0,individual,102,2,12,-0.22856980934745702,0.16666666666666666,0,2026-04-16,2026-07-26
supplier_general,Omavoima Oy,12,observed_seller_data,0,0,common_all_lags,42,0,0,,,0,2026-06-15,2026-07-26
