date,contract,segment,source,observations,interpretation,completed,retrospective,binding,rejected,flags
2026-07-23,pvhkra-vaasan-sahko-myynti-oy-kiintea-24-kk-yleissahko,fixed_term_24,205,[561],1711,2026-07-28T03:33:04.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,pyhgkn-vaasan-sahko-myynti-oy-kuukausipaketti-xs,open_ended,264,[564],1751,2026-07-28T03:41:34.000000Z,True,,[1294],historical_household_statistics_scope_assumed|canonical_interpretation_rejected_by_exact_target_validation|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,q2gfjf-vattenfall-oy-optimi-porssisahko-perusmaksut-50-ensimmaiset-12-kuukautta,spot,354,[565],1813,2026-07-28T03:53:20.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-23,qezbfw-vattenfall-oy-taysvesi-12-kk,fixed_term_12,289,[568],1769,2026-07-28T03:45:11.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,qftxhb-oomi-oy-toimitusvelvollinen-sahko,open_ended,256,[569],1748,2026-07-28T03:40:42.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|supplier_adjusted_tail_uses_comparable_forward_premium|supplier_adjusted_monthly_fee_held_flat|price_episode_observed_proxy|price_episode_left_censored|historical_exact_contract_only|price_episode_uses_dedicated_historical_interpretation|calendar_gap_within_observed_price_episode|price_episode_uses_retrospective_exact_source_interpretation|missing_own_reference_using_comparable_premium|lower_confidence_energy_episode_proxy
2026-07-23,qgpgvd-herrfors-oy-ab-vakaa,open_ended,433,[570],1887,2026-07-28T04:07:38.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|supplier_adjusted_tail_shifted_on_forward_curve|supplier_adjusted_monthly_fee_held_flat|price_episode_observed_proxy|price_episode_left_censored|historical_exact_contract_only|price_episode_uses_dedicated_historical_interpretation|price_episode_uses_retrospective_exact_source_interpretation|forward_month_from_quarter_contract
2026-07-23,qpc4c9-vihrea-alyenergia-oy-hintalukko-porssisahko-kiinnitysmahdollisuus,spot,194,[571],1703,2026-07-28T03:31:33.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-23,qpebkd-lammaisten-energia-oy-iisi-helpposahko-kausisahko-12-kk,fixed_term_12,312,[572],1780,2026-07-28T03:47:26.000000Z,True,,[65],historical_household_statistics_scope_assumed|canonical_interpretation_rejected_by_exact_target_validation|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,qseg85-vaasan-sahko-myynti-oy-kiintea-6-kk-yleissahko,fixed_term_6,95,[574],1631,2026-07-28T03:17:04.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|term_price_annualized
2026-07-23,quvnfq-fortum-markets-oy-fortum-kesto-aikasahko,open_ended,217,[575],1720,2026-07-28T03:34:48.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|supplier_adjusted_tail_shifted_on_forward_curve|supplier_adjusted_monthly_fee_held_flat|price_episode_observed_proxy|price_episode_left_censored|historical_exact_contract_only|prior_energy_evidence_changed_unknown_or_conflicting|price_episode_uses_retrospective_exact_source_interpretation|forward_month_from_quarter_contract
2026-07-23,qvcwi1-aanekosken-energia-oy-kausisahko-12-kk,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,qvnrc1-aanekosken-energia-oy-yleissahko,open_ended,61,[577],1606,2026-07-28T03:11:47.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|supplier_adjusted_tail_uses_comparable_forward_premium|supplier_adjusted_monthly_fee_held_flat|price_episode_observed_proxy|price_episode_left_censored|historical_exact_contract_only|price_episode_uses_dedicated_historical_interpretation|calendar_gap_within_observed_price_episode|price_episode_uses_retrospective_exact_source_interpretation|missing_own_reference_using_comparable_premium|lower_confidence_energy_episode_proxy
2026-07-23,qweosn-paneliankosken-voima-oy-kosken-markkinawoima,spot,96,[578],1632,2026-07-28T03:17:12.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-23,qwmpo0-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu,fixed_term_24,349,[579],1306,2026-07-24T15:15:44.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,rc3xem-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-12-kk-paastoton,fixed_term_12,403,[582],1858,2026-07-28T04:03:02.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,rebdra-vaasan-sahko-myynti-oy-kiintea-12-kk-yleissahko-yrityksille,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,reyxvv-koylion-sakylan-sahko-oy-lallin-maaris-1v-aikasahko,fixed_term_12,174,[585],1693,2026-07-28T03:29:28.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,rf4co6-helen-oy-maaraaikainen-vakaasahko-12-kk,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,rfarmu-vimpelin-voima-oy-vuodenaikatariffi,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,rheghs-vihrea-alyenergia-oy-vire-tuuli-kiintea-24kk,fixed_term_24,,[],,,,,[],canonical_omitted_no_covering_source_observation|historical_canonical_omitted_no_covering_current_builder_episode|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,rk8dba-oomi-oy-oomi-kiintea-12-kk,fixed_term_12,311,[588],,,,,[],canonical_omitted_no_interpretation_as_of_date|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,rl6kxz-hehku-energia-oy-hehku-porssi-0-kuukausimaksu-ensimmaiset-3-kk,spot,345,[589],1809,2026-07-28T03:52:34.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-23,rlnhww-nurmijarven-sahko-oy-kausisahko-2-vuotta,fixed_term_24,362,[590],1820,2026-07-28T03:56:15.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,rrd7bn-vihrea-alyenergia-oy-vire-tuuli-kiintea-24-kk,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,rwzpqh-vattenfall-oy-helppo-porssisahko,spot,219,[593],1722,2026-07-28T03:35:25.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-23,ryficp-pohjois-karjalan-sahko-oy-oiva-plus,open_ended,94,[595],1630,2026-07-28T03:16:47.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|historical_consumption_out_of_range
2026-07-23,s0tgg8-lammaisten-energia-oy-iisi-kulutusjousto-yleissahko-12-kk,hybrid,242,[596],1739,2026-07-28T03:38:53.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|excludes_consumption_effect
2026-07-23,s91uya-keravan-energia-oy-perussahko-yleis-12-kk,fixed_term_12,326,[599],1791,2026-07-28T03:49:38.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,sbi80q-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu-yrityksille,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,sdfm6a-alajarven-sahko-oy-yleissahko-12-kk-yrityksille,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,sdylbi-alajarven-sahko-oy-yleissahko-24-kk,fixed_term_24,404,[602],1859,2026-07-28T04:03:12.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,sfes56-pohjois-karjalan-sahko-oy-optimi-takuu-6-kuukautta,fixed_term_6,294,[603],1772,2026-07-28T03:45:50.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|term_price_annualized
2026-07-23,shnxdx-helen-oy-porssisahko,spot,261,[604],1749,2026-07-28T03:40:50.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-23,sjffvt-aanekosken-energia-oy-kausisahko-24-kk,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,skj5fb-vaasan-sahko-myynti-oy-kiintea-6-kk-yosahko,fixed_term_6,145,[607],1671,2026-07-28T03:25:14.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|term_price_annualized
2026-07-23,spl6pm-aanekosken-energia-oy-maalaisjarkisahko-kausisahko-24-kk-paastoton,fixed_term_24,412,[609],1867,2026-07-28T04:04:26.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,sqbosc-nurmijarven-sahko-oy-porssisahko,spot,49,[610],1594,2026-07-28T03:08:18.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-23,sqlffg-vaasan-sahko-myynti-oy-perussahko-yosahko-yrityksille,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,sqoo6m-vaasan-sahko-myynti-oy-kiintea-vaikuttaja-12-kk-yrityksille,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,srhu1r-keravan-energia-oy-perussahko-luonnonvoima-24-kk,fixed_term_24,232,[622],1733,2026-07-28T03:37:28.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,ssdr1l-hehku-energia-oy-hehku-kiintea-12-kk,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,tab5iy-vattenfall-oy-yrityksen-taysvesi-24-kk,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,tbua5f-porvoon-energia-oy-eko-12kk-luonnonsuojeluliiton-sertifioima-ekoenergia,fixed_term_12,226,[635],1332,2026-07-24T15:23:10.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,tgau0q-oomi-oy-oomi-jousto-12-kk-yrityksille,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,tjuqfo-porvoon-energia-oy-wind-24-kk-kotimainen-tuulisahko,fixed_term_24,73,[637],1333,2026-07-24T15:23:20.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,tkqczm-pohjois-karjalan-sahko-oy-optimi-takuu-6-kuukautta,fixed_term_6,64,[643],1609,2026-07-28T03:12:22.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|term_price_annualized
2026-07-23,tmou3b-vaasan-sahko-myynti-oy-porssisahko-yritys,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,tniiol-fortum-markets-oy-yritys-varma-36kk-yleissahko,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,tp1vms-koylion-sakylan-sahko-oy-lallin-maaris-2v-kausisahko,fixed_term_24,123,[647],1652,2026-07-28T03:21:09.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,ts2ybj-koillis-satakunnan-sahko-oy-vakaawirta-24-kk-kausi,fixed_term_24,89,[648],1338,2026-07-24T15:24:47.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-23,ttpvga-vaasan-sahko-myynti-oy-toimitusvelvollinen-porssisahko,spot,430,[649],1884,2026-07-28T04:07:06.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-23,tzhie3-herrfors-oy-ab-vakaa,hybrid,434,[650],,,,,[],canonical_omitted_no_interpretation_as_of_date|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,u9cq7l-fortum-markets-oy-yritys-varma-24kk-yleissahko,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,uf9bik-fortum-markets-oy-fortum-duo-24-kk,hybrid,164,[666],1342,2026-07-24T15:25:46.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|excludes_consumption_effect
2026-07-23,ufklmo-vaasan-sahko-myynti-oy-perussahko-yleissahko-yrityksille,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-23,ufstl2-kokkolan-energia-oy-surffari-vihrea,spot,136,[668],1663,2026-07-28T03:23:26.000000Z,True,,[],historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation|exact_source_legacy_null_observation_binding|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
